number,date,state,g/r,g,r,name,img,age,how,kbp_link,news_link_text
1070,"December 18, 2014",IN,M/W,M,W,Brent Krout,"""http://www.killedbypolice.net/victims/141060.jpg""",39,G,"""http://facebook.com/KilledByPolice/posts/953719587989512""","""http://www.wthr.com/story/27658447/police-pursuit-standoff-shuts-down-state-road-67-at-owen-morgan-county-line"""
1069,"December 17, 2014",TX,M/L,M,L,Henry Castoreno,"""http://www.killedbypolice.net/victims/141059.jpg""",48,G,"""http://facebook.com/KilledByPolice/posts/953352011359603""","""http://www.ksat.com/content/pns/ksat/news/2014/12/17/1-injured-in-officer-involved-shooting.html"""
1068,"December 17, 2014",CA,M  ,M,unknown,Julius L. Pinson,,48,G,"""http://facebook.com/KilledByPolice/posts/953273234700814""","""http://www.ocregister.com/articles/mesa-645510-costa-warrants.html"""
1067,"December 17, 2014",NM,M/W,M,W,Adam Padilla,"""http://www.killedbypolice.net/victims/141057.jpg""",34,G,"""http://facebook.com/KilledByPolice/posts/953206131374191""","""http://www.abqjournal.com/513655/abqnewsseeker/police-action-shuts-central-from-75th-to-unser.html"""
1066,"December 17, 2014",AZ,M/W,M,W,William R. Osterlind,"""http://www.killedbypolice.net/victims/141056.jpg""",18,G,"""http://facebook.com/KilledByPolice/posts/953132961381508""","""http://www.azcentral.com/story/news/local/phoenix/2014/12/17/phoenix-officer-shooting-teen-dies-abrk/20530475/"""
1065,"December 17, 2014",IA,M/W,M,W,Andrew Jay Worsfold,"""http://www.killedbypolice.net/victims/141055.jpg""",25,G,"""http://facebook.com/KilledByPolice/posts/953129924715145""","""http://whotv.com/2014/12/17/marshalltown-police-critically-wound-armed-suspect-overnight/"""
1064,"December 17, 2014",MN,M/W,M,W,Johnathon Dean Mar,"""http://www.killedbypolice.net/victims/141054.jpg""",18,G,"""http://facebook.com/KilledByPolice/posts/953128064715331""","""http://www.mprnews.org/story/2014/12/17/i-694-closed"""
1063,"December 15, 2014",FL,M/W,M,W,Cody Robert Healey,"""http://www.killedbypolice.net/victims/141053.jpg""",28,T,"""http://facebook.com/KilledByPolice/posts/953644514663686""","""http://www.pnj.com/story/news/crime/2014/12/17/man-dies-two-weeks-tased/20545199/"""
1062,"December 15, 2014",TN,M/B,M,B,Xavier McDonald,"""http://www.killedbypolice.net/victims/141052.jpg""",16,G,"""http://facebook.com/KilledByPolice/posts/952036468157824""","""http://www.tennessean.com/story/news/crime/2014/12/14/suspect-killed-officer-injured-south-nashville/20418519/"""
1061,"December 15, 2014",PA,M/B,M,B,Brandon Tate-Brown,"""http://www.killedbypolice.net/victims/141051.jpg""",26,G,"""http://facebook.com/KilledByPolice/posts/952032028158268""","""http://www.nbcphiladelphia.com/news/local/Mayfair-Police-Shooting-285796911.html"""
1060,"December 15, 2014",TX,M/B,M,B,Dennis Grigsby Jr.,"""http://www.killedbypolice.net/victims/141050.jpg""",35,G,"""http://facebook.com/KilledByPolice/posts/952028018158669""","""http://www.arklatexhomepage.com/story/d/story/man-killed-in-officer-involved-shooting/87405/svnKdP8IhEqytXmsg3NyVA"""
1059,"December 14, 2014",MS,M/B,M,B,Michael D. Sulton,"""http://www.killedbypolice.net/victims/141049.jpg""",23,G,"""http://facebook.com/KilledByPolice/posts/951835088177962""","""http://www.msnewsnow.com/story/27625936/madison-coroner-called-to-hwy-51-for-officer-involved-shooting"""
1058,"December 14, 2014",FL,M/L,M,L,Daniel Torres,"""http://www.killedbypolice.net/victims/141048.jpg""",51,G,"""http://facebook.com/KilledByPolice/posts/951832091511595""","""http://www.actionnewsjax.com/news/news/local/one-person-dead-shooting-st-johns-county/njSMd/"""
1057,"December 14, 2014",CA,M  ,M,unknown,Charles Gluchacki,,65,G,"""http://facebook.com/KilledByPolice/posts/951523861542418""","""http://losangeles.cbslocal.com/2014/12/14/suspect-killed-in-deputy-involved-shooting-in-perris/"""
1056,"December 13, 2014",OK,F/W,F,W,Marinan Reese,"""http://www.killedbypolice.net/victims/141046.jpg""",79,V,"""http://facebook.com/KilledByPolice/posts/982527371775400""","""http://www.koco.com/news/officer-involved-in-fatal-car-crash-faces-misdemeanor-charges/31027194"""
1055,"December 13, 2014",OH,M/W,M,W,Logan Patrick Hall,"""http://www.killedbypolice.net/victims/141045.jpg""",22,G,"""http://facebook.com/KilledByPolice/posts/950963644931773""","""http://www.10tv.com/content/stories/2014/12/13/mount-vernon-ohio--one-person-dies-in-mount-vernon-police-involved-shooting.html"""
1054,"December 13, 2014",KS,M/L,M,L,Joseph Michael Rodriguez,"""http://www.killedbypolice.net/victims/141044.jpg""",19,G,"""http://facebook.com/KilledByPolice/posts/950957241599080""","""http://cjonline.com/news/2014-12-13/man-pointing-gun-police-bystanders-fatally-wounded-tpd-officers"""
1053,"December 13, 2014",TN,M  ,M,unknown,Randall Gordon,,27,G,"""http://facebook.com/KilledByPolice/posts/950696891625115""","""http://www.wbir.com/story/news/local/sevierville-sevier/2014/12/13/spd-officer-shoots-kills-man-standoff/20349589/"""
1052,"December 12, 2014",MS,M/B,M,B,Thurrell Jowers,"""http://www.killedbypolice.net/victims/141042.jpg""",22,G,"""http://facebook.com/KilledByPolice/posts/950392191655585""","""http://www.kfvs12.com/story/27616169/authorities-investigating-stabbing-officer-involved-shooting-in-poplar-bluff"""
1051,"December 12, 2014",FL,M/W,M,W,Anthony Landi,"""http://www.killedbypolice.net/victims/141041.jpg""",27,G,"""http://facebook.com/KilledByPolice/posts/950206675007470""","""http://www.palmbeachpost.com/news/news/crime-law/palm-beach-gardens-man-killed-by-police-after-firi/njQ6Q/"""
1050,"December 11, 2014",CO,M/W,M,W,Brandon Atencio,"""http://www.killedbypolice.net/victims/141040.jpg""",28,G,"""http://facebook.com/KilledByPolice/posts/949789535049184""","""http://gazette.com/canon-city-man-fatally-shot-by-police-second-officer-involved-shooting-this-week/article/1542905"""
1049,"December 10, 2014",CA,M/W,M,W,Thomas Edward Brazeail,"""http://www.killedbypolice.net/victims/141039.jpg""",38,G,"""http://facebook.com/KilledByPolice/posts/949682408393230""","""http://www.pe.com/articles/chase-756069-wildomar-baxter.html"""
1048,"December 10, 2014",NC,M/B,M,B,Travis Faison,"""http://www.killedbypolice.net/victims/141038.jpg""",24,G,"""http://facebook.com/KilledByPolice/posts/949332728428198""","""http://www.wncn.com/story/27598792/1-dead-in-sanford-officer-involved-shooting"""
1047,"December 10, 2014",FL,M/L,M,L,Delbert Rodriguez Gutierrez,"""http://www.killedbypolice.net/victims/141037.jpg""",21,V,"""http://facebook.com/KilledByPolice/posts/949201345108003""","""http://www.miamiherald.com/news/local/crime/article4296547.html"""
1046,"December 9, 2014",CA,F/L,F,L,Guadalupe Manzo-Ochoa,"""http://www.killedbypolice.net/victims/141036.jpg""",27,G,"""http://facebook.com/KilledByPolice/posts/948886528472818""","""http://www.mercurynews.com/crime-courts/ci_27103305/woman-dies-after-san-leandro-oakland-police-pursuit"""
1045,"December 9, 2014",IN,M/W,M,W,John Laco,"""http://www.killedbypolice.net/victims/141035.jpg""",84,G,"""http://facebook.com/KilledByPolice/posts/948697815158356""","""http://www.nwitimes.com/news/local/lake/police-shoot-kill-armed-man-in-lake-station-city-hall/article_855e61f0-a6ef-597b-94c0-7a54b29f5f69.html"""
1044,"December 9, 2014",GA,M/W,M,W,Franklin Lee,"""http://www.killedbypolice.net/victims/141034.jpg""",58,C,"""http://facebook.com/KilledByPolice/posts/948686258492845""","""http://www.wctv.tv/home/headlines/South-Georgia-Man-Dead-After-Being-Arrested-and-Pepper-Sprayed-by-Cairo-Police-285171301.html"""
1043,"December 9, 2014",NY,M/B,M,B,Calvin Peters,"""http://www.killedbypolice.net/victims/141033.jpg""",49,G,"""http://facebook.com/KilledByPolice/posts/948614195166718""","""http://www.nydailynews.com/new-york/nyc-crime/student-stabbed-chabad-lubavitch-crown-heights-article-1.2038761"""
1042,"December 8, 2014",FL,M/W,M,W,Joshua David Merritt,"""http://www.killedbypolice.net/victims/141032.jpg""",31,G,"""http://facebook.com/KilledByPolice/posts/948304115197726""","""http://www.firstcoastnews.com/story/news/local/2014/12/08/shootout-gunman-killed/20096545/"""
1041,"December 8, 2014",MI,M/L,M,L,Randall Minier Jr.,"""http://www.killedbypolice.net/victims/141031.jpg""",27,G,"""http://facebook.com/KilledByPolice/posts/948156028545868""","""http://www.lansingstatejournal.com/story/news/local/2014/12/08/shooting-lansing-township/20101031/"""
1040,"December 8, 2014",TX,M/B,M,B,Christopher Bernard Doss,"""http://www.killedbypolice.net/victims/141030.jpg""",41,G,"""http://facebook.com/KilledByPolice/posts/948066345221503""","""http://www.ksat.com/content/pns/ksat/news/2014/12/08/police-respond-to-officer-involved-shooting.html"""
1039,"December 8, 2014",OK,M/B,M,B,Jerry Nowlin,"""http://www.killedbypolice.net/victims/141029.jpg""",39,G,"""http://facebook.com/KilledByPolice/posts/948029975225140""","""http://kfor.com/2014/12/07/two-suspects-injured-in-officer-involved-shooting-in-ne-oklahoma-city-police-say/"""
1038,"December 7, 2014",NC,M/W,M,W,John Bonnell Snyder,"""http://www.killedbypolice.net/victims/141028.jpg""",29,G,"""http://facebook.com/KilledByPolice/posts/948037238557747""","""http://www.wcti12.com/news/officer-involved-in-shooting-under-investigation/30105822"""
1037,"December 7, 2014",IL,M  ,M,unknown,Thomas McGinty,,45,G,"""http://facebook.com/KilledByPolice/posts/947791641915640""","""http://www.chicagotribune.com/news/local/breaking/chi-chicago-police-shooting-mount-greenwood-20141207-story.html"""
1036,"December 7, 2014",NV,M/W,M,W,Anthony Moore,"""http://www.killedbypolice.net/victims/141026.jpg""",31,G,"""http://facebook.com/KilledByPolice/posts/947430718618399""","""http://www.mynews3.com/content/specials/crimetracker/story/One-dead-in-shooting-inside-Rio-casino-early-today/cN46O5Q68ky6b5gwzcAquQ.cspx"""
1035,"December 5, 2014",SC,M/W,M,W,Joseph Glenn Folsom Jr.,"""http://www.killedbypolice.net/victims/141025.jpg""",61,G,"""http://facebook.com/KilledByPolice/posts/946776055350532""","""http://www.wistv.com/story/27561714/sled-investigating-officer-involved-shooting-in-camden"""
1034,"December 5, 2014",CA,M/W,M,W,David Scott Wear,,42,G,"""http://facebook.com/KilledByPolice/posts/946769402017864""","""http://ktla.com/2014/12/05/armed-man-shot-by-officers-near-hollywood-and-highland-lapd/"""
1033,"December 5, 2014",LA,M/L,M,L,Raymond Keith Martinez,"""http://www.killedbypolice.net/victims/141023.jpg""",51,G,"""http://facebook.com/KilledByPolice/posts/946278852066919""","""http://www.myarklamiss.com/story/d/story/update-suspect-shot-by-west-monroe-police-officer/19904/pL4YL7tDI0qdCBoqS0bxjQ"""
1032,"December 4, 2014",OK,M/W,M,W,William Lee Honea,"""http://www.killedbypolice.net/victims/141022.jpg""",33,G,"""http://facebook.com/KilledByPolice/posts/945968578764613""","""http://www.kten.com/story/27551869/suspect-shot-and-killed-outside-choctaw-casino-in-grant-okla"""
1031,"December 4, 2014",ME,F/W,F,W,Karin S. Moller,"""http://www.killedbypolice.net/victims/141021.jpg""",55,G,"""http://facebook.com/KilledByPolice/posts/945950585433079""","""http://www.seacoastonline.com/article/20141204/NEWS/141209579"""
1030,"December 4, 2014",FL,M/L,M,L,Alejandro Cordero-Rivera,"""http://www.killedbypolice.net/victims/141020.jpg""",32,G,"""http://facebook.com/KilledByPolice/posts/945943688767102""","""http://www.orlandosentinel.com/news/breaking-news/os-orlando-officer-involved-shooting-20141204-story.html"""
1029,"December 3, 2014",CA,M/B,M,B,Isaac Lee Ricks,"""http://www.killedbypolice.net/victims/141019.jpg""",68,G,"""http://facebook.com/KilledByPolice/posts/945137842181020""","""http://abc7.com/news/lapd-kills-armed-man-after-he-stabs-woman/419552/"""
1028,"December 3, 2014",TX,M/L,M,L,Gilbert Reyna,,55,G,"""http://facebook.com/KilledByPolice/posts/945126592182145""","""http://www.star-telegram.com/2014/12/03/6335890/fort-worth-police-fatally-shoot.html?rh=1"""
1027,"December 2, 2014",NC,M/B,M,B,William Mark Jones,"""http://www.killedbypolice.net/victims/141017.jpg""",50,T,"""http://facebook.com/KilledByPolice/posts/945376405490497""","""http://www.wncn.com/story/27530139/man-dies-after-being-shot-with-stun-gun-by-deputies"""
1026,"December 2, 2014",AZ,M/B,M,B,Rumain Brisbon,"""http://www.killedbypolice.net/victims/141016.jpg""",34,G,"""http://facebook.com/KilledByPolice/posts/944950778866393""","""http://www.kpho.com/story/27531512/phoenix-police-at-officer-involved-shooting"""
1025,"December 2, 2014",OK,M/B,M,B,Lincoln Price,"""http://www.killedbypolice.net/victims/141015.jpg""",24,G,"""http://facebook.com/KilledByPolice/posts/944606058900865""","""http://newsok.com/officer-involved-shooting-reported-in-northwest-oklahoma-city/article/5372084"""
1024,"December 1, 2014",TX,M  ,M,unknown,20s or 30s,,unknown,G,"""http://facebook.com/KilledByPolice/posts/944354838925987""","""http://www.chron.com/news/houston-texas/article/1-dead-in-officer-involved-shooting-in-NW-Harris-5928188.php"""
1023,"December 1, 2014",TX,M/L,M,L,Rosendo Gino Rodriquez,"""http://www.killedbypolice.net/victims/141013.jpg""",49,G,"""http://facebook.com/KilledByPolice/posts/944255705602567""","""http://www.mrt.com/top_stories/article_50971656-797e-11e4-bb5a-17fa97072faa.html"""
1022,"December 1, 2014",SC,M/W,M,W,John Earl Pepper,"""http://www.killedbypolice.net/victims/141012.jpg""",45,G,"""http://facebook.com/KilledByPolice/posts/944081938953277""","""http://www.wyff4.com/news/sheriff-suicidal-man-points-gun-at-deputies-deputy-fires-shot/29996826"""
1021,"November 30, 2014",NV,M/W,M,W,Tabanico Pirtle,"""http://www.killedbypolice.net/victims/141011.jpg""",24,G,"""http://facebook.com/KilledByPolice/posts/943630978998373""","""http://elkodaily.com/news/elko-police-shoot-kill-domestic-violence-suspect/article_53fac0db-f604-52c1-a908-cbe26dab571b.html"""
1020,"November 30, 2014",CA,M/L,M,L,Fernando Escovedo,"""http://www.killedbypolice.net/victims/141010.jpg""",19,G,"""http://facebook.com/KilledByPolice/posts/943541505673987""","""http://www.latimes.com/local/lanow/la-me-ln-fatal-shooting-steak-knife-20141130-story.html"""
1019,"November 29, 2014",TX,M/W,M,W,Larry Steven McQuilliams,"""http://www.killedbypolice.net/victims/141009.jpg""",49,G,"""http://facebook.com/KilledByPolice/posts/943116592383145""","""http://www.kvue.com/story/news/local/2014/11/28/chief-acevedo-hints-at-type-of-weapon-downtown-shooter-used/19641717/"""
1018,"November 29, 2014",NM,M/I,M,I,Myles Roughsurface,"""http://www.killedbypolice.net/victims/141008.jpg""",27,G,"""http://facebook.com/KilledByPolice/posts/942757669085704""","""http://www.daily-times.com/four_corners-news/ci_27031896/one-dead-officer-involved-shooting-east-flora-vista"""
1017,"November 28, 2014",MS,M/W,M,W,Mark Allan Bartlett,"""http://www.killedbypolice.net/victims/141007.jpg""",42,G,"""http://facebook.com/KilledByPolice/posts/942762029085268""","""http://www.msnewsnow.com/story/27504542/officer-involved-shooting-in-pearl-leaves-one-man-dead"""
1016,"November 28, 2014",MI,M/L,M,L,,,52,G,"""http://facebook.com/KilledByPolice/posts/942456959115775""","""http://www.clickondetroit.com/news/detroit-police-shoot-kill-murder-suspect-in-dearborn/29970548"""
1015,"November 27, 2014",FL,M  ,M,unknown,Matthew P. Cormier,,45,G,"""http://facebook.com/KilledByPolice/posts/1046503658711104""","""http://www.tampabay.com/news/publicsafety/crime/man-shot-and-killed-by-hillsborough-deputies-during-standoff/2208193"""
1014,"November 27, 2014",CA,M/W,M,W,Daniel Cedar Saulsbury,"""http://www.killedbypolice.net/victims/141005.jpg""",39,T,"""http://facebook.com/KilledByPolice/posts/942497319111739""","""http://www.pressdemocrat.com/news/3173492-181/fort-bragg-man-dies-after"""
1013,"November 27, 2014",MO,M/W,M,W,Randall Roden,"""http://www.killedbypolice.net/victims/141004.jpg""",41,G,"""http://facebook.com/KilledByPolice/posts/941772075850930""","""http://www.kansascity.com/news/local/crime/article4173586.html"""
1012,"November 26, 2014",TX,M/W,M,W,Davis Thomas,"""http://www.killedbypolice.net/victims/141003.jpg""",22,G,"""http://facebook.com/KilledByPolice/posts/941305835897554""","""http://dfw.cbslocal.com/2014/11/26/lewisville-police-shoot-kill-suspect-after-car-chase/?utm_source=dlvr.it&utm_medium=twitter"""
